Txn_ID,Account_ID,Amount,Merchant
T02558,A0399,18849,Zomato
T02559,A0862,39741,Flipkart
T02560,A0231,41261,Flipkart
T02561,A0001,37807,Swiggy
T02562,A0769,42120,Amazon
T02563,A0475,29003,Myntra
T02564,A0958,17514,Amazon
T02565,A0943,49486,Zomato
T02566,A0168,1770,Zomato
T02567,A0646,40908,Swiggy
T02568,A0786,9631,Swiggy
T02569,A0436,46606,Flipkart
T02570,A0570,48843,Swiggy
T02571,A0119,35293,Flipkart
T02572,A0500,7970,Zomato
T02573,A0149,17869,Zomato
T02574,A0229,47482,Swiggy
T02575,A0807,8325,Flipkart
T02576,A0586,1777,Flipkart
T02577,A0530,47970,Myntra
T02578,A0574,44571,Myntra
T02579,A0208,916,Swiggy
T02580,A0886,34974,Flipkart
T02581,A0373,15176,Zomato
T02582,A0953,20316,Swiggy
T02583,A0402,32544,Myntra
T02584,A0901,27993,Myntra
T02585,A0851,17012,Swiggy
T02586,A0382,14214,Flipkart
T02587,A0354,26318,Zomato
T02588,A0016,25886,Swiggy
T02589,A0338,40245,Amazon
T02590,A0329,15997,Flipkart
T02591,A0535,14983,Zomato
T02592,A0760,34354,Myntra
T02593,A0003,13572,Amazon
T02594,A0024,17779,Myntra
T02595,A0125,40376,Flipkart
T02596,A0393,47879,Amazon
T02597,A0767,29104,Myntra
T02598,A0333,11470,Myntra
T02599,A0458,13298,Amazon
T02600,A0942,882,Myntra
T02601,A0050,12871,Myntra
T02602,A0553,19869,Amazon
T02603,A0821,11106,Flipkart
T02604,A0350,1914,Zomato
T02605,A0627,29793,Flipkart
T02606,A0484,9910,Zomato
T02607,A0717,37839,Zomato
T02608,A0180,48004,Amazon
T02609,A0032,36561,Amazon
T02610,A0466,35615,Swiggy
T02611,A0271,41351,Flipkart
T02612,A0275,34810,Swiggy
T02613,A0516,48431,Flipkart
T02614,A0295,31144,Amazon
T02615,A0047,7710,Zomato
T02616,A0033,43890,Myntra
T02617,A0935,26211,Amazon
T02618,A0941,10433,Swiggy
T02619,A0941,36937,Amazon
T02620,A0058,28871,Myntra
T02621,A0750,33711,Zomato
T02622,A0607,3246,Zomato
T02623,A0521,16962,Flipkart
T02624,A0654,47485,Swiggy
T02625,A0179,17774,Amazon
T02626,A0541,9453,Zomato
T02627,A0588,30177,Amazon
T02628,A0104,43325,Flipkart
T02629,A0362,7046,Flipkart
T02630,A0364,325,Swiggy
T02631,A0825,28377,Zomato
T02632,A0656,32454,Amazon
T02633,A0699,44833,Swiggy
T02634,A0991,13519,Amazon
T02635,A0796,37367,Zomato
T02636,A0850,32740,Zomato
T02637,A0744,24633,Myntra
T02638,A0287,32950,Swiggy
T02639,A0308,4706,Flipkart
T02640,A0057,20260,Myntra
T02641,A0289,17172,Swiggy
T02642,A0497,21199,Amazon
T02643,A0684,198,Amazon
T02644,A0141,8170,Swiggy
T02645,A0499,44543,Swiggy
T02646,A0124,43796,Flipkart
T02647,A0822,41140,Swiggy
T02648,A0262,17110,Amazon
T02649,A0246,6479,Amazon
T02650,A0313,33733,Amazon
T02651,A0373,33631,Flipkart
T02652,A0163,32964,Zomato
T02653,A0785,24740,Zomato
T02654,A0099,37429,Swiggy
T02655,A0806,1465,Amazon
T02656,A0168,47512,Amazon
T02657,A0081,7270,Swiggy
T02658,A0344,10855,Amazon
T02659,A0777,33509,Myntra
T02660,A0555,37993,Myntra
T02661,A0023,15942,Swiggy
T02662,A0754,39807,Zomato
T02663,A0338,14493,Flipkart
T02664,A0481,29369,Amazon
T02665,A0989,38808,Myntra
T02666,A0011,34381,Flipkart
T02667,A0241,31651,Swiggy
T02668,A0764,12458,Swiggy
T02669,A0909,37426,Amazon
T02670,A0400,46226,Myntra
T02671,A0860,12590,Zomato
T02672,A0764,10242,Flipkart
T02673,A0963,36356,Flipkart
T02674,A0455,45930,Zomato
T02675,A0362,2011,Zomato
T02676,A0174,852,Myntra
T02677,A0954,20304,Amazon
T02678,A0098,17267,Flipkart
T02679,A0569,31451,Zomato
T02680,A0465,22426,Swiggy
T02681,A0026,15789,Myntra
T02682,A0998,45485,Amazon
T02683,A0637,22090,Swiggy
T02684,A0148,34403,Myntra
T02685,A0463,43608,Amazon
T02686,A0525,30561,Amazon
T02687,A0351,30336,Myntra
T02688,A0158,16535,Flipkart
T02689,A0599,44147,Flipkart
T02690,A0068,41854,Flipkart
T02691,A0226,36043,Myntra
T02692,A0046,11774,Amazon
T02693,A0491,7079,Myntra
T02694,A0739,30711,Flipkart
T02695,A0713,38499,Amazon
T02696,A0832,5308,Flipkart
T02697,A0776,41135,Zomato
T02698,A0336,29184,Myntra
T02699,A0624,32016,Swiggy
T02700,A0041,11832,Zomato
T02701,A0385,35698,Flipkart
T02702,A0244,41344,Flipkart
T02703,A0977,41692,Swiggy
T02704,A0252,41924,Zomato
T02705,A0695,47785,Amazon
T02706,A0526,23689,Swiggy
T02707,A0697,34708,Myntra
T02708,A0352,27800,Myntra
T02709,A0918,26340,Myntra
T02710,A0998,2033,Flipkart
T02711,A0645,43295,Swiggy
T02712,A0350,19713,Swiggy
T02713,A0162,21689,Zomato
T02714,A0324,16088,Myntra
T02715,A0748,45067,Flipkart
T02716,A0550,878,Amazon
T02717,A0887,17993,Swiggy
T02718,A0583,8012,Flipkart
T02719,A0976,13900,Flipkart
T02720,A0307,18232,Myntra
T02721,A0538,44345,Amazon
T02722,A0451,46821,Amazon
T02723,A0922,20007,Flipkart
T02724,A0509,11476,Myntra
T02725,A0075,34865,Swiggy
T02726,A0143,8661,Flipkart
T02727,A0169,29217,Swiggy
T02728,A0976,37446,Myntra
T02729,A0535,48121,Swiggy
T02730,A0610,22730,Amazon
T02731,A0568,18940,Amazon
T02732,A0666,7254,Myntra
T02733,A0062,26952,Swiggy
T02734,A0024,14645,Swiggy
T02735,A0896,29216,Myntra
T02736,A0184,25428,Amazon
T02737,A0932,49264,Amazon
T02738,A0285,5914,Zomato
T02739,A0219,20937,Flipkart
T02740,A0890,41413,Flipkart
T02741,A0374,8887,Amazon
T02742,A0244,17868,Myntra
T02743,A0655,11044,Amazon
T02744,A0056,17107,Swiggy
T02745,A0569,35555,Swiggy
T02746,A0858,11644,Swiggy
T02747,A0822,41399,Swiggy
T02748,A0052,38536,Zomato
T02749,A0716,15756,Swiggy
T02750,A0893,37883,Flipkart
T02751,A0828,14213,Flipkart
T02752,A0458,31435,Amazon
T02753,A0401,44825,Flipkart
T02754,A0975,22280,Myntra
T02755,A0872,1221,Swiggy
T02756,A0157,6270,Zomato
T02757,A0879,33906,Flipkart
T02758,A0513,20316,Flipkart
T02759,A0798,16464,Myntra
T02760,A0187,5033,Flipkart
T02761,A0448,44551,Zomato
T02762,A0192,9905,Flipkart
T02763,A0631,19538,Swiggy
T02764,A0719,9525,Flipkart
T02765,A0291,43588,Zomato
T02766,A0605,39602,Swiggy
T02767,A0744,46815,Amazon
T02768,A0999,43649,Amazon
T02769,A0235,45814,Amazon
T02770,A0290,14228,Flipkart
T02771,A0539,9339,Amazon
T02772,A0369,35953,Amazon
T02773,A0891,8391,Flipkart
T02774,A0662,6758,Zomato
T02775,A0482,48652,Amazon
T02776,A0867,19890,Flipkart
T02777,A0705,38933,Flipkart
T02778,A0974,16099,Swiggy
T02779,A0590,35831,Myntra
T02780,A0092,8602,Myntra
T02781,A0211,13771,Myntra
T02782,A0677,30443,Myntra
T02783,A0853,4807,Flipkart
T02784,A0641,11786,Zomato
T02785,A0420,30586,Swiggy
T02786,A0104,28187,Zomato
T02787,A0557,20438,Flipkart
T02788,A0640,21341,Zomato
T02789,A0537,29494,Amazon
T02790,A0158,31903,Flipkart
T02791,A0127,18519,Swiggy
T02792,A0095,27857,Flipkart
T02793,A0764,2064,Amazon
T02794,A0908,38825,Swiggy
T02795,A0666,4643,Flipkart
T02796,A0362,35584,Flipkart
T02797,A0055,31183,Swiggy
T02798,A0554,17251,Amazon
T02799,A0979,27833,Zomato
T02800,A0967,7652,Zomato
T02801,A0916,23268,Amazon
T02802,A0745,390,Amazon
T02803,A0045,38527,Myntra
T02804,A0938,29938,Amazon
T02805,A0130,47544,Flipkart
T02806,A0126,33776,Amazon
T02807,A0726,25842,Myntra
T02808,A0749,11346,Myntra
T02809,A0093,26299,Amazon
T02810,A0529,39164,Amazon
T02811,A0220,39959,Flipkart
T02812,A0705,25819,Myntra
T02813,A0303,33480,Swiggy
T02814,A0833,41365,Flipkart
T02815,A0567,46828,Myntra
T02816,A0563,38793,Amazon
T02817,A0064,26764,Zomato
T02818,A0529,18204,Amazon
T02819,A0885,15460,Myntra
T02820,A0580,12044,Zomato
T02821,A0155,48362,Swiggy
T02822,A0146,28097,Myntra
T02823,A0875,19426,Flipkart
T02824,A0033,47535,Myntra
T02825,A0092,30215,Myntra
T02826,A0776,32143,Myntra
T02827,A0367,31214,Swiggy
T02828,A0065,28016,Swiggy
T02829,A0479,26618,Myntra
T02830,A0298,13009,Zomato
T02831,A0490,33387,Amazon
T02832,A0345,42260,Myntra
T02833,A0336,37803,Myntra
T02834,A0478,40325,Swiggy
T02835,A0197,26704,Swiggy
T02836,A0290,48529,Amazon
T02837,A0323,46054,Flipkart
T02838,A0535,2938,Flipkart
T02839,A0486,38077,Flipkart
T02840,A0022,10580,Myntra
T02841,A0791,13664,Swiggy
T02842,A0469,28105,Myntra
T02843,A0369,47326,Flipkart
T02844,A0718,19910,Amazon
T02845,A1000,30416,Myntra
T02846,A0759,20634,Swiggy
T02847,A0004,31159,Amazon
T02848,A0528,1882,Amazon
T02849,A0317,5325,Swiggy
T02850,A1000,23672,Amazon
T02851,A0817,43478,Amazon
T02852,A0361,23629,Amazon
T02853,A0918,3664,Myntra
T02854,A0098,1478,Zomato
T02855,A0132,38897,Myntra
T02856,A0631,39648,Zomato
T02857,A0238,6385,Amazon
T02858,A0642,12527,Flipkart
T02859,A0455,25729,Myntra
T02860,A0903,13662,Swiggy
T02861,A0956,43786,Amazon
T02862,A0087,30071,Flipkart
T02863,A0188,788,Zomato
T02864,A0807,47378,Amazon
T02865,A0019,5003,Amazon
T02866,A0685,48966,Zomato
T02867,A0372,17288,Myntra
T02868,A0216,23970,Swiggy
T02869,A0327,28113,Zomato
T02870,A0459,9915,Flipkart
T02871,A0566,32172,Swiggy
T02872,A0039,15969,Amazon
T02873,A0966,42676,Amazon
T02874,A0244,37295,Myntra
T02875,A0550,26372,Zomato
T02876,A0789,24770,Zomato
T02877,A0692,2554,Flipkart
T02878,A0290,7755,Zomato
T02879,A0631,24598,Flipkart
T02880,A0662,36423,Amazon
T02881,A0598,10402,Flipkart
T02882,A0176,21241,Flipkart
T02883,A0513,47127,Swiggy
T02884,A0385,12892,Myntra
T02885,A0296,36772,Flipkart
T02886,A0913,38797,Swiggy
T02887,A0797,35250,Zomato
T02888,A0117,29865,Myntra
T02889,A0772,31574,Zomato
T02890,A0706,19753,Myntra
T02891,A0680,27085,Myntra
T02892,A0174,4484,Flipkart
T02893,A0307,16140,Myntra
T02894,A0510,26569,Flipkart
T02895,A0777,28882,Amazon
T02896,A0865,47126,Flipkart
T02897,A0991,31368,Amazon
T02898,A0466,1680,Amazon
T02899,A0190,30018,Amazon
T02900,A0218,7346,Myntra
T02901,A0850,6077,Zomato
T02902,A0806,15388,Myntra
T02903,A0546,30279,Flipkart
T02904,A0863,38963,Swiggy
T02905,A0584,16286,Myntra
T02906,A0396,38314,Swiggy
T02907,A0796,26658,Zomato
T02908,A0513,8992,Myntra
T02909,A0207,37295,Zomato
T02910,A0958,6999,Myntra
T02911,A0660,33398,Flipkart
T02912,A0729,24543,Zomato
T02913,A0042,17917,Flipkart
T02914,A0816,24911,Myntra
T02915,A0182,47869,Flipkart
T02916,A0430,11992,Flipkart
T02917,A0454,17481,Amazon
T02918,A0882,41887,Amazon
T02919,A0086,24999,Myntra
T02920,A0897,47744,Swiggy
T02921,A0966,48824,Myntra
T02922,A0780,27936,Swiggy
T02923,A0137,44329,Flipkart
T02924,A0285,32023,Flipkart
T02925,A0760,26762,Flipkart
T02926,A0560,31899,Zomato
T02927,A0730,32842,Flipkart
T02928,A0902,11034,Zomato
T02929,A0674,22272,Myntra
T02930,A0808,24514,Flipkart
T02931,A0017,15579,Zomato
T02932,A0698,32958,Flipkart
T02933,A0549,44092,Amazon
T02934,A0708,21735,Amazon
T02935,A0755,38656,Amazon
T02936,A0844,38371,Myntra
T02937,A0165,32501,Amazon
T02938,A0203,14941,Flipkart
T02939,A0452,10367,Myntra
T02940,A0206,36915,Swiggy
T02941,A0949,13244,Amazon
T02942,A0315,7159,Myntra
T02943,A0149,31336,Swiggy
T02944,A0054,40285,Myntra
T02945,A0522,27679,Swiggy
T02946,A0273,23706,Swiggy
T02947,A0156,11643,Myntra
T02948,A0523,9585,Flipkart
T02949,A0958,5256,Amazon
T02950,A0963,21683,Myntra
T02951,A0220,5138,Myntra
T02952,A0868,456,Amazon
T02953,A0801,26418,Zomato
T02954,A0988,29422,Swiggy
T02955,A0496,31726,Flipkart
T02956,A0321,7245,Amazon
T02957,A0725,11535,Amazon
T02958,A0398,21696,Swiggy
T02959,A0289,41963,Swiggy
T02960,A0196,29711,Swiggy
T02961,A0116,26549,Amazon
T02962,A0445,1227,Myntra
T02963,A0529,47403,Swiggy
T02964,A0007,38791,Swiggy
T02965,A0952,22467,Flipkart
T02966,A0907,40054,Swiggy
T02967,A0140,31612,Swiggy
T02968,A0499,22127,Flipkart
T02969,A0951,7435,Amazon
T02970,A0928,33695,Myntra
T02971,A0392,10624,Amazon
T02972,A0940,27903,Flipkart
T02973,A0058,38104,Zomato
T02974,A0596,19099,Myntra
T02975,A0031,44067,Zomato
T02976,A0462,4652,Myntra
T02977,A0908,18815,Amazon
T02978,A0983,31461,Swiggy
T02979,A0135,14578,Flipkart
T02980,A0342,38166,Myntra
T02981,A0897,40490,Flipkart
T02982,A0869,34974,Zomato
T02983,A0837,45220,Swiggy
T02984,A0402,29672,Myntra
T02985,A0971,43274,Flipkart
T02986,A0428,37073,Swiggy
T02987,A0657,23603,Flipkart
T02988,A0404,30759,Swiggy
T02989,A0230,11277,Amazon
T02990,A0270,28066,Amazon
T02991,A0281,27250,Myntra
T02992,A0808,23655,Myntra
T02993,A0672,8276,Flipkart
T02994,A0592,33626,Myntra
T02995,A0747,21293,Myntra
T02996,A0041,43524,Myntra
T02997,A0927,43085,Zomato
T02998,A0226,37922,Flipkart
T02999,A0611,4091,Swiggy
T03000,A0825,26178,Flipkart
